ID,Reset,dontStopAppOnReset,Epic,Feature,Story,Title,Description,Step,ExpectedResults
TEST_0067,Reset,Stop,TVシリーズページ,ロールダウン,,TVシリーズページでのロールダウンによるリスト表示確認,,"1. アプリを起動する
2. 「テレビ」タブをタップする
3. ロールダウンする",レコメントリストは表示する
TEST_0068,Reset,Stop,TVシリーズページ,レコメント（暫定名称）リスト - お切り入り追加,,レコメンドリストからのコンテンツお気に入り追加,,"1. アプリを起動する
2. 「テレビ」タブをタップする
3. ロールダウンする
4. コンテンツのお気に入りボタンをタップする","・コンテンツはお気に入りリストに追加される
・追加されたコンテンツはお気に入りページで確認できる"
TEST_0069,Reset,Stop,TVシリーズページ,レコメント（暫定名称）リスト - お切り入り削除,,レコメンドリストからのコンテンツお気に入り削除,,"1. アプリを起動する
2. 「テレビ」タブをタップする
3. ロールダウンする
4. コンテンツのお気に入りボタンをタップする
5. 「お気に入り」タブをタップする
6. 「テレビ」タブをタップする
7. お気に入りに追加したコンテンツのお気に入りボタンをタップする
8. 「お気に入り」タブをタップする","・コンテンツはお気に入りリストから削除される
・削除されたコンテンツはお気に入りページからも削除される"
TEST_0070,Reset,Stop,TVシリーズページ,レコメント（暫定名称）リスト - 詳細画面遷移,,レコメンドリストのコンテンツタップによる詳細画面遷移,,"1. アプリを起動する
2. 「テレビ」タブをタップする
3. ロールダウンする
4. コンテンツをタップする",Mediahubはタップされたコンテンツの詳細画面へ遷移する
TEST_0071,Reset,Stop,TVシリーズページ,レイアウト確認,,TVシリーズページのレイアウト表示確認,,"1. アプリを起動する
2. 「テレビ」タブをタップする",レイアウトは仕様通りに設置する
TEST_0072,Reset,Stop,アプリページ,ウェブアプリ / ネイティブアプリ情報表示,,アプリページでのアプリ情報表示確認,,"1. アプリを起動する
2. 「アプリ」タブをタップする","アプリ情報は自動的に獲得され、表示する。
（アプリ名、アプリアイコン...などの情報含め）"
TEST_0074,Reset,Stop,アプリページ,トップメニュー - スクロール,,アプリページのトップメニューのスクロール動作確認,,"1. アプリを起動する
2. 「アプリ」タブをタップする
3. トップメニューを左から右までスクロールする
4. トップメニューを右から左までスクロールする","・カテゴリメニューはスクロールできる
・各タブの文字表示は正しく表示する
・全タブが既に表示されており、スクロールによる変化はない場合はパスとする"
TEST_0075,Reset,Stop,アプリページ,トップメニュー - タブ切り替え,,アプリページのトップメニューのタブ切り替え動作確認,,"1. アプリを起動する
2. 「アプリ」タブをタップする
3. トップメニューに表示されるすべてのタブボタンを順番にタップする",Mediahubはタップされたタブページを表示する
TEST_0076,Reset,Stop,アプリページ,検索ボタン,,アプリページの検索ボタン動作確認,,"1. アプリを起動する
2. 「アプリ」タブをタップする
3. トップメニューに表示される検索ボタンをタップする",Mediahubは検索ページを表示する
TEST_0077,Reset,Stop,アプリページ,設定ボタン,,アプリページの設定ボタン動作確認,,"1. アプリを起動する
2. 「アプリ」タブをタップする
3. トップメニューに表示される設定ボタンをタップする",Mediahubは設定ページを表示する
TEST_0078,Reset,Stop,アプリページ,アプリ情報 - アプリアイコン,,アプリページでのアプリアイコン表示確認,,"1. アプリを起動する
2. 「アプリ」タブをタップする",アプリアイコンは表示する
TEST_0079,Reset,Stop,アプリページ,アプリ情報 - アプリ名,,アプリページでのアプリ名表示確認,,"1. アプリを起動する
2. 「アプリ」タブをタップする",アプリ名は表示する
TEST_0080,Reset,Stop,アプリページ,アプリ情報 - お気に入り追加,,アプリページからのお気に入り追加確認,,"1. アプリを起動する
2. 「アプリ」タブをタップする
3. お気に入りボタンをタップする
4. 「お気に入り」タブをタップする","・アプリはお気に入りリストに追加される
・追加されたアプリはお気に入りページで確認できる"
TEST_0081,Reset,Stop,アプリページ,アプリ情報 - お気に入り削除,,アプリページからのお気に入り削除確認,,"1. アプリを起動する
2. 「アプリ」タブをタップする
3. お気に入りボタンをタップする
4. 「お気に入り」タブをタップする
5. 「アプリ」タブをタップする
6. お気に入りに追加したアプリ情報のお気に入りボタンをタップする
7. 「お気に入り」タブをタップする","・アプリはお気に入りリストから削除される
・削除されたアプリはお気に入りページからも削除される"
TEST_0082,Reset,Stop,アプリページ,アプリ情報 - 遷移,,アプリタップによるアプリ起動確認,,"1. アプリを起動する
2. 「アプリ」タブをタップする
3. 任意アプリをタップする",Mediahubはタップしたアプリを開く
TEST_0083,Reset,Stop,アプリページ,レイアウト確認,,アプリページのレイアウト表示確認,,"1. アプリを起動する
2. 「アプリ」タブをタップする",レイアウトは仕様通りに設置する
TEST_0084,Reset,Stop,ライブTVページ,ウェブアプリ / ネイティブアプリ情報表示,,ライブTVページでのアプリ情報表示確認,,"1. アプリを起動する
2. 「放送中の番組」タブをタップする","アプリ情報は自動的に獲得され、表示する。
（アプリ名、アプリアイコン...などの情報含め）"
TEST_0086,Reset,Stop,ライブTVページ,トップメニュー - スクロール,,ライブTVページのトップメニューのスクロール動作確認,,"1. アプリを起動する
2. 「放送中の番組」タブをタップする
3. トップメニューを左から右までスクロールする
4. トップメニューを右から左までスクロールする","・カテゴリメニューはスクロールできる
・各タブの文字表示は正しく表示する
・全タブが既に表示されており、スクロールによる変化はない場合はパスとする"
TEST_0087,Reset,Stop,ライブTVページ,トップメニュー - タブ切り替え,,ライブTVページのトップメニューのタブ切り替え動作確認,,"1. アプリを起動する
2. 「放送中の番組」タブをタップする
3. トップメニューに表示されるすべてのタブボタンを順番にタップする",Mediahubはタップされたタブページを表示する
TEST_0088,Reset,Stop,ライブTVページ,検索ボタン,,ライブTVページの検索ボタン動作確認,,"1. アプリを起動する
2. 「放送中の番組」タブをタップする
3. トップメニューに表示される検索ボタンをタップする",Mediahubは検索ページを表示する
TEST_0089,Reset,Stop,ライブTVページ,設定ボタン,,ライブTVページの設定ボタン動作確認,,"1. アプリを起動する
2. 「放送中の番組」タブをタップする
3. トップメニューに表示される設定ボタンをタップする",Mediahubは設定ページを表示する
TEST_0090,Reset,Stop,ライブTVページ,アプリ情報 - アプリアイコン,,ライブTVページでのアプリアイコン表示確認,,"1. アプリを起動する
2. 「放送中の番組」タブをタップする",アプリアイコンは表示する
TEST_0091,Reset,Stop,ライブTVページ,アプリ情報 - アプリ名,,ライブTVページでのアプリ名表示確認,,"1. アプリを起動する
2. 「放送中の番組」タブをタップする",アプリ名は表示する
TEST_0092,Reset,Stop,ライブTVページ,アプリ情報 - お気に入り追加,,ライブTVページからのお気に入り追加確認,,"1. アプリを起動する
2. 「放送中の番組」タブをタップする
3. お気に入りボタンをタップする
4. 「お気に入り」タブをタップする","・アプリはお気に入りリストに追加される
・追加されたアプリはお気に入りページで確認できる"
TEST_0093,Reset,Stop,ライブTVページ,アプリ情報 - お気に入り削除,,ライブTVページからのお気に入り削除確認,,"1. アプリを起動する
2. 「放送中の番組」タブをタップする
3. お気に入りボタンをタップする
4. 「お気に入り」タブをタップする
5. 「放送中の番組」タブをタップする
6. お気に入りに追加したアプリ情報のお気に入りボタンをタップする
7. 「お気に入り」タブをタップする","・アプリはお気に入りリストから削除される
・削除されたアプリはお気に入りページからも削除される"
TEST_0094,Reset,Stop,ライブTVページ,アプリ情報 - 遷移,,アプリタップによるアプリ起動確認,,"1. アプリを起動する
2. 「放送中の番組」タブをタップする
3. 任意アプリをタップする",Mediahubはタップしたアプリを開く
TEST_0095,Reset,Stop,ライブTVページ,レイアウト確認,,ライブTVページのレイアウト表示確認,,"1. アプリを起動する
2. 「放送中の番組」タブをタップする",レイアウトは仕様通りに設置する
TEST_0096,Reset,Stop,お気に入り,コンテンツ情報表示,,お気に入りページでのコンテンツ情報表示確認,,"1. アプリを起動する
2. 「お気に入り」タブをタップする","コンテンツ情報は自動的に獲得され、表示する。
（コンテンツ名、背景画像、コンテンツプロバイダー...などの情報含め）"
TEST_0097,Reset,Stop,お気に入り,お気に入り映画セクション - 初期起動,,映画セクションの初期起動（コンテンツなし）表示確認,,"1. アプリを起動する
2. 「お気に入り」タブをタップする",お気に入りコンテンツのない場合、「お気に入りの映画」に「アプリはありません」を表示する
TEST_0098,Reset,Stop,お気に入り,お気に入り映画セクション - お気に入りコンテンツなし,,映画セクションのお気に入りコンテンツなし表示確認,,"1. アプリを起動する
2. アプリを再起動する
3. 「お気に入り」タブをタップする",お気に入りコンテンツのない場合、「お気に入りの映画」に「アプリはありません」を表示する
TEST_0099,Reset,Stop,お気に入り,お気に入り映画セクション - お気に入りコンテンツあり,,映画セクションのお気に入りコンテンツ表示確認,,"1. アプリを起動する
2. 「ホーム」タブをタップする
3. お気に入りボタンをタップする
4. 「お気に入り」タブをタップする",「お気に入りの映画」に、お気に入りコンテンツの情報を表示する
TEST_0100,Reset,Stop,お気に入り,お気に入りアプリセクション - 初期起動,,アプリセクションの初期起動（アプリなし）表示確認,,"1. アプリを起動する
2. 「お気に入り」タブをタップする",お気に入りアプリがない場合、「お気に入りのアプリ」に「アプリはありません」を表示する
TEST_0101,Reset,Stop,お気に入り,お気に入りアプリセクション - お気に入りコンテンツなし,,アプリセクションのお気に入りアプリなし表示確認,,"1. アプリを起動する
2. アプリを再起動する
3.「お気に入り」タブをタップする",お気に入りアプリがない場合、「お気に入りのアプリ」に「アプリはありません」を表示する
TEST_0102,Reset,Stop,お気に入り,お気に入りアプリセクション - お気に入りコンテンツあり,,アプリセクションのお気に入りアプリ表示確認,,"1. アプリを起動する
2. 「アプリ」タブをタップする
3. お気に入りボタンをタップする
4. 「お気に入り」タブをタップする",「お気に入りのアプリ」に、お気に入りアプリの情報を表示する
TEST_0103,Reset,Stop,お気に入り,モアボタン,,Moreボタンタップによる全お気に入りコンテンツ表示確認,,"1. アプリを起動する
2. 「お気に入り」タブをタップする
3. 「もっと表示する」をタップする",お気に入り画面は全てのお気に入りコンテンツを表示する
TEST_0104,Reset,Stop,お気に入り,モア画面 - 初期起動,,More画面の初期起動（コンテンツなし）表示確認,,"1. アプリを起動する
2. 「お気に入り」タブをタップする
3. 「もっと表示する」をタップする",お気に入りコンテンツのない場合、「お気に入りの映画」に「アプリはありません」を表示する
TEST_0105,Reset,Stop,お気に入り,モア画面 - お気に入りコンテンツなし,,More画面のお気に入りコンテンツなし表示確認,,"1. アプリを起動する
2. アプリを再起動する
3. 「お気に入り」タブをタップする
4. 「もっと表示する」をタップする",お気に入りコンテンツのない場合、「お気に入りの映画」に「アプリはありません」を表示する
TEST_0106,Reset,Stop,お気に入り,モア画面 - お気に入りコンテンツあり,,More画面の全お気に入りコンテンツ表示確認,,"1. アプリを起動する
2. 「ホーム」タブをタップする
3. お気に入りボタンをタップする
4. 「お気に入り」タブをタップする
5. 「もっと表示する」をタップする",お気に入りコンテンツを全て表示する
TEST_0107,Reset,Stop,お気に入り,レイアウト確認,,お気に入りページのレイアウト表示確認,,"1. アプリを起動する
2. 「お気に入り」タブをタップする",レイアウトは仕様通りに設置する
TEST_0109,Reset,Stop,閲覧履歴ページ,映画タブ - 初期起動,,映画タブの初期起動（コンテンツなし）表示確認,,"1. アプリを起動する
2. 「最近の項目」タブをタップする
3. サブタブの「映画」タブをタップする",閲覧コンテンツのない場合、「アプリはありません」を表示する
TEST_0110,Reset,Stop,閲覧履歴ページ,映画タブ - コンテンツなし,,映画タブの閲覧コンテンツなし表示確認,,"1. アプリを起動する
2. アプリを再起動する
3. 「最近の項目」タブをタップする
4. サブタブの「映画」タブをタップする",閲覧コンテンツのない場合、「アプリはありません」を表示する
TEST_0112,Reset,Stop,閲覧履歴ページ,映画タブ - 編集ボタン,,映画タブでの編集ボタン表示確認,,"1. アプリを起動する
2. 「最近の項目」タブをタップする
3. サブタブの「映画」タブをタップする
4. 編集ボタンをタップする","下記のボタンは表示する
・全選択ボタン
・削除ボタン
・キャンセルボタン"
TEST_0119,Reset,Stop,閲覧履歴ページ,アプリタブ - 初期起動,,アプリタブの初期起動（履歴なし）表示確認,,"1. アプリを起動する
2. 「最近の項目」タブをタップする
3. サブタブの「アプリ」タブをタップする",アプリ履歴のない場合、「アプリはありません」を表示する
